ID,Category,Branch,Percentile
6283,8,1,87.0718315
6283,9,1,86.8476463
6283,0,4,58.5474069
6283,1,4,71.9809302
6283,2,4,82.0912919
6283,3,4,39.9699925
6283,4,4,13.3162279
6283,6,4,18.8110994
6283,7,4,38.992574
6283,8,4,56.7366842
6283,0,5,42.4233825
6283,1,5,58.0840122
6283,4,5,17.0292573
6283,6,5,8.1440818
6283,8,5,13.3162279
2114,0,6,50.2663166
2114,1,6,58.7124464
2114,2,6,67.9544349
2114,3,6,43.1162283
2114,4,6,29.9996237
2114,6,6,0.810767
2114,7,6,22.9499823
2114,8,6,38.8357386
2114,9,6,21.2207239
2114,0,1,86.0109616
2114,1,1,87.7770341
2114,2,1,92.8372688
2114,3,1,82.540133
2114,4,1,76.8406961
2114,5,1,71.6354089
2114,6,1,82.869523
2114,7,1,79.8081214
2114,8,1,78.3430016
2114,0,3,71.8303504
2114,1,3,78.5775598
2114,2,3,82.2266135
2114,3,3,69.6924231
2114,4,3,62.7344336
2114,6,3,66.9527897
2114,8,3,64.2666767
2114,9,3,67.5703113
2114,0,5,54.6296296
2114,1,5,60.8798115
2114,2,5,71.4000828
2114,3,5,52.5567137
2114,4,5,35.1726957
2114,6,5,24.5412844
2114,7,5,20.3198986
2114,8,5,28.3793174
4142,0,6,36.5842646
4142,2,6,59.6839864
4142,0,1,87.2266503
4142,2,1,90.2424513
4142,0,2,86.3437564
4142,2,2,89.5231349
4142,0,4,58.7124464
4142,2,4,58.1195238
4142,0,3,78.3308876
4142,2,3,80.8641005
4142,0,5,45.6445719
4142,2,5,43.224841
6250,0,6,44.476613
6250,1,6,51.4762755
6250,2,6,80.0408747
6250,3,6,2.9154061
6250,4,6,2.5140292
6250,6,6,6.1669865
6250,7,6,18.8110994
6250,8,6,30.0860456
6250,0,1,88.2852988
6250,2,1,94.3700831
6250,3,1,75.3496766
6250,4,1,75.1338688
6250,5,1,49.6143282
6250,6,1,84.4681938
6250,7,1,81.1192722
6250,8,1,86.1668982
6250,9,1,77.7994669
6250,0,3,81.8534982
6250,1,3,84.9532361
6250,2,3,89.8061335
6250,3,3,55.9130075
6250,4,3,61.6881259
6250,6,3,77.9969992
6250,7,3,75.0737739
6250,8,3,75.3496766
6250,9,3,62.7344336
6250,0,5,55.7163295
6250,1,5,59.8623853
6250,2,5,78.3308876
6250,3,5,7.2570822
6250,4,5,15.6886806
6250,6,5,9.0956868
6250,7,5,42.2969628
6250,8,5,41.1609401
6310,0,0,90.5702023
6310,1,0,90.9043132
6310,2,0,93.6849981
6310,3,0,78.5775598
6310,4,0,76.9213416
6310,5,0,45.8483896
6310,6,0,89.9583318
6310,7,0,88.0695638
6310,8,0,88.5133125
6310,9,0,89.4673668
6310,0,2,89.6939217
6310,1,2,90.1268014
6310,2,2,93.1853888
6310,4,2,71.6671025
6310,6,2,89.1792071
6310,7,2,81.0174211
6310,8,2,87.4817577
6310,0,3,84.740951
6310,1,3,85.415737
6310,2,3,89.2906503
6310,3,3,49.4761567
6310,4,3,53.8156961
6310,6,3,80.4126032
6310,7,3,70.6180504
6310,8,3,78.4161664
6310,9,3,74.1935484
6310,0,5,54.0043616
6310,1,5,49.4761567
6310,2,5,69.6572694
6310,3,5,27.145045
6310,4,5,25.2074392
6310,6,5,22.8844711
6179,0,6,74.1356658
6179,1,6,33.3408586
6179,0,0,88.2852988
6179,1,0,88.2671548
6179,2,0,92.4274364
6179,3,0,83.5642755
6179,4,0,69.7774101
6179,5,0,3.9788785
6179,6,0,86.8382436
6179,7,0,82.251586
6179,8,0,85.4752553
6179,0,3,83.4053417
6179,1,3,83.5642755
6179,2,3,86.9095112
6179,4,3,59.9249812
6179,6,3,79.4628516
6179,0,5,32.8844711
6179,1,5,45.9472716
6179,4,5,13.3162279
6179,6,5,23.8907594
6179,8,5,2.9971739
6298,0,6,11.1520155
6298,1,6,22.9499823
6298,0,0,85.6187666
6298,1,0,87.3774785
6298,2,0,90.934727
6298,3,0,71.1698646
6298,4,0,61.432847
6298,5,0,6.2955526
6298,6,0,83.4300164
6298,7,0,73.1851907
6298,8,0,82.3346823
6298,9,0,84.2081516
6298,0,2,83.4300164
6298,1,2,85.3410413
6298,2,2,89.0822549
6298,4,2,55.4490884
6298,6,2,82.869523
6298,7,2,71.6354089
6298,8,2,82.3107244
6298,0,4,58.1195238
6298,1,4,64.4512569
6298,2,4,69.3042857
6298,3,4,55.2709127
6298,4,4,32.4663078
6298,6,4,46.1690466
6298,8,4,50.2663166
6298,0,3,71.6354089
6298,1,3,76.8406961
6298,2,3,80.8641005
6298,3,3,26.0539861
6298,4,3,27.6545345
6298,6,3,69.6572694
6298,7,3,62.3996115
6298,8,3,69.0354573
6298,9,3,60.9799222
6298,0,5,36.029881
6298,1,5,43.5071268
6298,2,5,63.6910141
6298,4,5,4.1911023
6298,6,5,2.3386764
6298,8,5,15.6886806
6298,9,5,33.3408586
6187,0,6,0.8986314
6187,1,6,15.5096512
6187,0,0,87.2266503
6187,1,0,88.7549097
6187,2,0,92.0809832
6187,3,0,69.6572694
6187,4,0,66.8171727
6187,5,0,70.5106049
6187,6,0,86.1075077
6187,7,0,78.4161664
6187,8,0,86.9095112
6187,9,0,85.415737
6187,0,2,86.0518493
6187,1,2,88.0989788
6187,2,2,90.934727
6187,4,2,75.1687111
6187,6,2,84.5084815
6187,7,2,78.3430016
6187,8,2,84.5084815
6187,0,3,74.0797795
6187,1,3,76.7173434
6187,2,3,81.0352521
6187,3,3,49.4761567
6187,4,3,22.6551453
6187,6,3,72.3082536
6187,7,3,62.4868401
6187,8,3,69.6924231
6187,9,3,66.9527897
6187,0,5,20.5666554
6187,1,5,6.1929085
5151,0,6,38.9045575
5151,1,6,20.3198986
5151,2,6,68.3823818
5151,3,6,23.8907594
5151,4,6,11.119036
5151,5,6,32.3095051
5151,6,6,32.8844711
5151,8,6,21.7123399
5151,9,6,37.6936381
5151,0,0,86.1075077
5151,1,0,86.3550668
5151,2,0,91.6889238
5151,4,0,77.4241933
5151,5,0,71.4000828
5151,6,0,85.1907088
5151,7,0,72.394012
5151,8,0,85.2500884
5151,0,2,84.4681938
5151,1,2,84.0516274
5151,2,2,90.5963303
5151,3,2,73.1851907
5151,4,2,76.6166542
5151,5,2,52.5567137
5151,6,2,84.2884307
5151,9,2,84.3950599
5151,0,4,63.973064
5151,1,4,62.3996115
5151,2,4,72.394012
5151,3,4,2.6770943
5151,4,4,40.6521983
5151,6,4,59.9249812
5151,8,4,56.7366842
5151,0,3,76.2843676
5151,1,3,75.1687111
5151,2,3,78.7120349
5151,4,3,45.9664342
5151,6,3,75.1687111
5151,7,3,70.6180504
5151,8,3,71.2687819
5151,9,3,75.1476841
5151,0,5,50.8083922
5151,1,5,38.9045575
5151,2,5,62.7898492
5151,3,5,18.2192293
5151,4,5,13.8442673
5151,5,5,34.1365462
5151,6,5,46.1690466
5151,7,5,20.9244385
5151,8,5,36.1619626
4649,0,6,45.6445719
4649,2,6,61.432847
4649,0,0,85.3410413
4649,2,0,91.6889238
4649,0,4,74.1935484
4649,2,4,80.8641005
4649,0,5,61.6397637
4649,2,5,73.2701208
5139,0,6,40.6521983
5139,1,6,39.9251777
5139,2,6,71.0587355
5139,4,6,18.2192293
5139,5,6,18.2192293
5139,6,6,29.9996237
5139,8,6,36.5842646
5139,9,6,36.1619626
5139,0,0,85.2500884
5139,1,0,87.3774785
5139,2,0,92.5560269
5139,3,0,65.3263316
5139,4,0,81.855593
5139,5,0,51.4762755
5139,6,0,84.3950599
5139,7,0,84.3950599
5139,0,2,82.3346823
5139,1,2,82.1650299
5139,2,2,91.7108778
5139,4,2,72.394012
5139,6,2,82.1650299
5139,8,2,82.3107244
5139,9,2,81.5104589
5139,0,3,74.1356658
5139,1,3,74.1356658
5139,2,3,82.4643661
5139,4,3,55.2985075
5139,6,3,71.6671025
5139,7,3,54.6296296
5139,8,3,68.8122862
5139,0,5,59.6839864
5139,1,5,56.982253
5139,2,5,71.4000828
5139,4,5,26.775031
5139,6,5,55.2985075
5139,7,5,43.224841
5139,8,5,55.2709127
5139,9,5,44.0513989
5449,0,6,63.3857031
5449,2,6,73.0265619
5449,0,0,86.8476463
5449,2,0,93.2167123
5449,0,2,83.5642755
5449,2,2,91.7707151
5449,0,4,74.8671904
5449,2,4,82.3346823
5449,0,5,68.9337823
5449,2,5,76.6166542
3200,0,2,82.251586
3200,1,2,75.867353
3200,2,2,90.9958615
3200,4,2,71.6671025
3200,5,2,16.9363708
3200,6,2,79.4628516
3200,7,2,82.1650299
3200,0,4,46.4534231
3200,1,4,36.5842646
3200,2,4,77.7994669
3200,4,4,9.2629778
3200,6,4,24.8864926
3200,0,3,67.711928
3200,1,3,59.6839864
3200,2,3,87.4817577
3200,4,3,4.1972993
3200,6,3,58.0840122
3200,0,5,58.0840122
3200,1,5,5.2963241
3200,2,5,65.3263316
3200,4,5,1.9827909
3200,6,5,28.1052376
3200,7,5,35.6213901
3200,0,1,86.9739855
3200,1,1,78.067557
3200,2,1,93.0638884
3200,4,1,66.4309764
3200,6,1,83.0041152
4137,0,1,84.2006246
4137,2,1,87.0556299
4137,0,4,54.6979992
4137,2,4,52.5567137
4137,0,3,71.3590844
4137,2,3,80.0793682
4137,0,5,45.6445719
4137,2,5,47.387098
3193,0,0,85.9227307
3193,1,0,79.2648162
3193,2,0,88.0751247
3193,3,0,61.4332053
3193,4,0,79.8081214
3193,5,0,32.8844711
3193,6,0,82.251586
3193,8,0,73.3779089
3193,9,0,74.1935484
3193,0,2,83.4053417
3193,1,2,78.067557
3193,2,2,87.0556299
3193,4,2,80.7328826
3193,5,2,54.6296296
3193,6,2,81.0352521
3193,7,2,72.3082536
3193,8,2,76.6166542
3193,0,3,65.3263316
3193,1,3,51.0567213
3193,2,3,68.3823818
3193,4,3,49.4761567
3193,6,3,58.5474069
3193,0,5,17.0292573
4004,0,6,36.1619626
4004,1,6,38.992574
4004,2,6,52.2466614
4004,4,6,18.4453326
4004,5,6,13.8442673
4004,6,6,24.8864926
4004,0,1,86.8453057
4004,1,1,87.9332333
4004,2,1,92.5725251
4004,4,1,81.8534982
4004,5,1,71.3590844
4004,6,1,83.5642755
4004,7,1,76.2843676
4004,8,1,57.7272051
4004,0,4,49.6513702
4004,1,4,54.6296296
4004,2,4,75.0737739
4004,4,4,8.2783196
4004,6,4,43.5071268
4004,0,3,71.3590844
4004,1,3,76.2843676
4004,2,3,86.3437564
4004,4,3,61.6881259
4004,5,3,67.9544349
4004,6,3,67.9544349
4004,7,3,64.0952985
4004,0,5,35.1345873
4004,1,5,42.5530244
4004,2,5,60.9799222
4004,4,5,11.119036
4004,6,5,2.5140292
4004,7,5,26.775031
2113,0,6,21.7123399
2113,1,6,35.1345873
2113,3,6,15.5443322
2113,4,6,0.829044
2113,6,6,3.0928999
2113,7,6,3.3914874
2113,8,6,9.3640105
2113,9,6,11.6574699
2113,0,1,83.1704016
2113,2,1,88.7938441
2113,3,1,80.4126032
2113,4,1,76.8406961
2113,5,1,6.6691673
2113,6,1,80.7328826
2113,7,1,79.7807688
2113,8,1,79.7907966
2113,9,1,82.3107244
2113,0,4,47.6387427
2113,1,4,57.7272051
2113,2,4,69.597699
2113,3,4,42.9215913
2113,4,4,18.7935787
2113,6,4,16.2430441
2113,7,4,21.5370732
2113,8,4,28.6046774
2113,9,4,34.1818319
2113,0,5,33.2472877
2113,1,5,42.4233825
2113,2,5,66.6716379
2113,3,5,24.8864926
2113,4,5,13.3188183
2113,6,5,4.9294633
2113,7,5,24.1305891
2113,8,5,11.1520155
2113,9,5,21.9114832
6269,0,6,0.2003142
6269,1,6,27.6545345
6269,0,1,79.8081214
6269,1,1,81.1192722
6269,2,1,88.2852988
6269,3,1,32.4663078
6269,4,1,61.432847
6269,6,1,71.0587355
6269,7,1,55.9130075
6269,8,1,78.5775598
6269,9,1,42.4233825
6269,0,3,58.7124464
6269,1,3,68.8122862
6269,2,3,83.0041152
6269,4,3,39.9699925
6269,6,3,22.6551453
6269,8,3,48.9725355
6269,0,5,44.0513989
6269,1,5,53.8156961
6269,6,5,5.8976072
6269,8,5,42.5955447
6223,0,6,9.0956868
6223,1,6,24.8864926
6223,0,1,83.1704016
6223,1,1,80.0408747
6223,2,1,89.5231349
6223,3,1,76.0463981
6223,4,1,69.597699
6223,6,1,79.2648162
6223,7,1,73.642653
6223,8,1,78.4065273
6223,0,4,47.3478734
6223,1,4,53.6496624
6223,2,4,64.0952985
6223,4,4,15.6886806
6223,6,4,28.1052376
6223,0,3,69.597699
6223,1,3,71.4000828
6223,2,3,79.8081214
6223,3,3,50.2663166
6223,4,3,63.6910141
6223,6,3,67.711928
6223,7,3,25.2074392
6223,8,3,59.6839864
6223,0,5,36.029881
6223,1,5,38.992574
6223,2,5,57.7272051
6223,4,5,8.2783196
6223,6,5,1.0608494
6223,7,5,18.9046135
6223,8,5,15.9127414
5181,0,6,29.9996237
5181,1,6,7.5516424
5181,6,6,16.2430441
5181,0,0,83.0041152
5181,1,0,79.8081214
5181,2,0,88.2852988
5181,3,0,80.0793682
5181,4,0,64.2666767
5181,5,0,29.2444305
5181,6,0,81.855593
5181,7,0,76.7693871
5181,8,0,78.3308876
5181,9,0,82.4443082
5181,0,4,37.6936381
5181,1,4,35.1345873
5181,2,4,63.973064
5181,4,4,9.0956868
5181,6,4,30.5890703
5181,8,4,26.0127532
5181,9,4,35.1345873
5181,0,3,69.7774101
5181,1,3,70.6180504
5181,2,3,74.8671904
5181,3,3,50.8083922
5181,4,3,43.224841
5181,6,3,69.597699
5181,8,3,68.401414
5181,0,5,37.7324111
5181,1,5,15.0249499
5181,4,5,19.1048437
5181,6,5,29.9996237
5181,7,5,7.7366255
5181,9,5,27.6545345
6732,0,6,6.1929085
6732,1,6,13.3162279
6732,0,0,88.9154021
6732,1,0,89.9662416
6732,2,0,93.1853888
6732,3,0,75.867353
6732,4,0,75.1725431
6732,5,0,79.7807688
6732,6,0,87.2266503
6732,7,0,80.6210251
6732,8,0,84.4681938
6732,0,3,73.2522683
6732,1,3,75.3496766
6732,2,3,83.375844
6732,3,3,29.4111028
6732,4,3,48.9725355
6732,6,3,70.6180504
6732,7,3,52.2415622
6732,8,3,72.6119403
6732,9,3,62.4868401
6732,0,5,18.4453326
6732,1,5,6.1601411
6732,4,5,6.2955526
6732,7,5,16.3662375
6649,0,6,6.6691673
6649,1,6,41.0926455
6649,0,0,85.1537884
6649,1,0,86.8476463
6649,2,0,90.7704894
6649,3,0,62.7344336
6649,4,0,58.8704519
6649,6,0,83.5642755
6649,7,0,72.6119403
6649,8,0,83.4053417
6649,9,0,82.540133
6649,0,4,39.9066862
6649,1,4,52.7523799
6649,2,4,63.6508999
6649,4,4,4.8612936
6649,6,4,15.1933187
6649,8,4,32.4663078
6649,0,3,70.5106049
6649,1,3,77.4193548
6649,2,3,81.4853713
6649,4,3,35.1726957
6649,6,3,68.9337823
6649,7,3,43.1162283
6649,8,3,66.6716379
6649,0,5,4.8612936
6649,1,5,8.1440818
3221,0,6,0.2003142
3221,0,0,83.6387222
3221,1,0,67.5703113
3221,2,0,86.8382436
3221,4,0,80.9858625
3221,5,0,45.9664342
3221,6,0,78.3430016
3221,7,0,62.7898492
3221,8,0,43.5071268
3221,0,4,40.6521983
3221,0,3,39.7875296
3221,1,3,24.8864926
3221,2,3,69.6572694
3221,4,3,32.6609746
3221,5,3,27.145045
3221,6,3,13.8442673
3221,0,5,39.0377062
3221,0,1,72.394012
3221,1,1,21.5370732
3221,2,1,82.251586
3221,4,1,58.1382561
3221,5,1,48.9725355
3221,6,1,53.6496624
3221,7,1,9.6791335
3221,9,1,49.5548073
6203,0,6,18.9046135
6203,1,6,35.6213901
6203,0,0,87.6993762
6203,1,0,88.8028432
6203,2,0,92.4568642
6203,3,0,67.3938217
6203,4,0,69.597699
6203,5,0,28.6046774
6203,6,0,86.3550668
6203,7,0,76.6166542
6203,8,0,85.3534944
6203,0,5,22.6551453
6203,1,5,46.4534231
6203,2,5,67.711928
6203,4,5,14.4711178
6203,6,5,11.1520155
6772,0,0,89.5398277
6772,1,0,90.420105
6772,2,0,91.7707151
6772,3,0,71.4000828
6772,4,0,70.5106049
6772,6,0,89.0822549
6772,7,0,76.7693871
6772,8,0,88.0989788
6772,0,2,88.8621945
6772,1,2,89.9583318
6772,2,2,91.765679
6772,4,2,66.3914919
6772,6,2,88.6736154
6772,8,2,86.039254
6772,0,4,47.3478734
6772,1,4,57.7272051
6772,2,4,73.4246062
6772,4,4,7.2152396
6772,6,4,37.1297299
6772,7,4,32.3660798
6772,9,4,24.8864926
6772,0,3,76.8406961
6772,1,3,78.5775598
6772,2,3,84.2884307
6772,4,3,36.3578395
6772,6,3,75.0737739
6772,8,3,74.4658288
6772,9,3,71.6671025
6772,0,5,18.2192293
6772,1,5,20.3198986
6220,0,6,49.0455617
6220,1,6,55.7163295
6220,2,6,66.4309764
6220,3,6,8.7187144
6220,4,6,19.1048437
6220,6,6,6.2955526
6220,8,6,49.0455617
6220,0,0,85.4445126
6220,1,0,87.7770341
6220,2,0,90.934727
6220,4,0,73.2522683
6220,6,0,80.6210251
6220,7,0,71.9809302
6220,8,0,83.1704016
6220,0,4,68.8122862
6220,1,4,73.3779089
6220,2,4,84.2006246
6220,3,4,36.5842646
6220,4,4,58.7124464
6220,6,4,60.8798115
6220,0,3,75.8958975
6220,1,3,82.2034564
6220,2,3,86.8453057
6220,3,3,56.982253
6220,4,3,63.6508999
6220,6,3,71.0587355
6220,7,3,70.5106049
6220,8,3,75.340282
6220,9,3,11.7198075
6220,0,5,60.750409
6220,1,5,68.3823818
6220,2,5,79.5863208
6220,3,5,45.6445719
6220,4,5,39.0377062
6220,6,5,22.9499823
6220,7,5,46.1690466
6220,8,5,58.1382561
1114,0,6,43.5071268
1114,1,6,15.1933187
1114,2,6,49.6513702
1114,3,6,42.5955447
1114,4,6,31.7228694
1114,6,6,39.9699925
1114,7,6,33.3408586
1114,8,6,32.6609746
1114,0,1,84.0516274
1114,1,1,76.2843676
1114,2,1,89.5398277
1114,3,1,80.7328826
1114,4,1,78.5775598
1114,5,1,21.2207239
1114,6,1,83.2373857
1114,7,1,82.251586
1114,8,1,76.7693871
1114,9,1,76.7693871
1114,0,2,81.0174211
1114,1,2,73.2701208
1114,2,2,87.9332333
1114,3,2,70.5106049
1114,4,2,75.1725431
1114,6,2,80.8641005
1114,7,2,81.0090469
1114,8,2,71.6354089
1114,0,3,73.0265619
1114,1,3,49.4761567
1114,2,3,79.4628516
1114,3,3,59.9249812
1114,4,3,64.4805659
1114,6,3,72.6119403
1114,7,3,71.6671025
1114,8,3,64.4512569
1114,9,3,50.2663166
1114,0,5,46.8567142
1114,1,5,7.2152396
1114,2,5,63.3857031
1114,3,5,38.992574
1114,4,5,27.6545345
1114,6,5,43.5071268
1114,8,5,39.9699925
2127,0,6,49.5548073
2127,1,6,59.9156802
2127,4,6,9.7383065
2127,6,6,21.5370732
2127,7,6,39.7875296
2127,0,1,82.2266135
2127,1,1,86.0109616
2127,2,1,91.7414317
2127,3,1,76.7693871
2127,4,1,75.1338688
2127,5,1,58.5474069
2127,6,1,78.0359147
2127,7,1,69.6924231
2127,8,1,72.6119403
2127,9,1,78.4065273
2127,0,2,76.7693871
2127,1,2,79.4628516
2127,2,2,86.9095112
2127,3,2,70.2813361
2127,4,2,69.2172491
2127,6,2,75.1687111
2127,8,2,72.394012
2127,0,3,69.0354573
2127,1,3,69.6924231
2127,2,3,75.0737739
2127,4,3,54.6979992
2127,6,3,62.4868401
2127,7,3,67.1534217
2127,0,5,37.6936381
2127,1,5,26.9098391
2127,4,5,37.6936381
2127,6,5,36.029881
2127,8,5,36.5842646
2127,9,5,33.3408586
2129,0,6,29.4111028
2129,1,6,49.5548073
2129,4,6,29.3464077
2129,6,6,4.2487592
2129,8,6,13.3188183
2129,0,1,81.855593
2129,1,1,82.869523
2129,2,1,92.1155289
2129,4,1,61.432847
2129,6,1,80.2375547
2129,8,1,78.0359147
2129,9,1,62.4868401
2129,0,2,75.1687111
2129,1,2,77.7994669
2129,2,2,86.0518493
2129,3,2,71.0587355
2129,4,2,66.8171727
2129,6,2,70.6180504
2129,0,4,1.5920361
2129,1,4,39.9251777
2129,0,5,22.0314735
2129,1,5,7.9296955
6206,0,0,83.6387222
6206,1,0,86.3437564
6206,2,0,90.5963303
6206,3,0,79.7413145
6206,4,0,63.6508999
6206,6,0,82.1650299
6206,7,0,66.8171727
6206,8,0,82.2034564
6206,9,0,81.5104589
6206,0,2,83.4053417
6206,1,2,85.8062103
6206,2,2,89.690179
6206,3,2,63.6508999
6206,4,2,58.5474069
6206,6,2,81.8534982
6206,7,2,66.4309764
6206,0,3,71.2687819
6206,1,3,79.2648162
6206,2,3,84.0516274
6206,4,3,34.1818319
6206,6,3,67.711928
6206,8,3,69.3042857
6206,0,5,13.8442673
6206,1,5,47.3478734
6206,6,5,10.6046914
6317,0,6,18.4453326
6317,1,6,31.6482893
6317,4,6,6.4285981
6317,0,1,79.3939394
6317,1,1,82.2034564
6317,2,1,88.2803409
6317,3,1,46.4499379
6317,4,1,43.6615489
6317,6,1,71.2687819
6317,7,1,56.7405028
6317,8,1,72.3082536
6317,9,1,58.5474069
6317,0,4,49.0455617
6317,1,4,56.656397
6317,2,4,80.2375547
6317,4,4,6.1601411
6317,6,4,18.9046135
6317,8,4,45.9664342
6317,0,5,36.5842646
6317,1,5,48.0589023
6317,2,5,68.8122862
6317,6,5,10.7415831
6317,8,5,15.931529
6307,0,0,85.3534944
6307,1,0,86.1668982
6307,2,0,90.6234798
6307,3,0,68.9337823
6307,4,0,70.6180504
6307,5,0,46.1690466
6307,6,0,83.5642755
6307,0,2,84.0516274
6307,1,2,84.9532361
6307,2,2,88.144407
6307,4,2,68.401414
6307,6,2,83.2373857
6307,7,2,73.642653
6307,8,2,82.251586
6307,0,3,73.4109953
6307,1,3,75.1338688
6307,2,3,78.8754662
6307,3,3,23.5805396
6307,4,3,49.5548073
6307,6,3,69.2172491
6307,7,3,55.4490884
6307,8,3,63.3857031
6268,0,6,2.0804593
6268,1,6,39.9066862
6268,0,1,83.6387222
6268,1,1,86.3770498
6268,2,1,93.1206307
6268,3,1,30.9520229
6268,4,1,64.4512569
6268,6,1,78.8754662
6268,7,1,71.3590844
6268,8,1,82.3346823
6268,9,1,59.9249812
6268,0,3,79.7807688
6268,1,3,82.1650299
6268,2,3,88.5960295
6268,3,3,27.3241113
6268,4,3,45.9664342
6268,6,3,73.0265619
6268,7,3,66.3914919
6268,8,3,75.1725431
6268,0,5,32.3660798
6268,1,5,63.6910141
6268,4,5,1.1580689
6268,6,5,8.8688138
6268,8,5,8.7187144
6288,0,6,0.3392602
6288,1,6,24.5412844
6288,0,1,83.5642755
6288,1,1,86.6370673
