ID,Category,Branch,Percentile
6288,2,1,89.5398277
6288,3,1,76.7173434
6288,4,1,61.432847
6288,6,1,76.8406961
6288,0,3,69.2172491
6288,1,3,76.0463981
6288,2,3,79.8081214
6288,4,3,48.0589023
6288,6,3,57.7272051
6288,8,3,54.6979992
6288,0,5,29.9996237
6288,1,5,43.5071268
6288,4,5,9.3640105
6288,6,5,5.8837392
3147,0,6,60.8798115
3147,1,6,75.1687111
3147,0,0,83.4053417
3147,1,0,64.4512569
3147,4,0,66.8171727
3147,5,0,11.4340144
3147,6,0,76.6367377
3147,8,0,78.067557
3147,9,0,52.2415622
3147,0,2,79.7807688
3147,1,2,56.656397
3147,2,2,84.3950599
3147,4,2,63.6910141
3147,6,2,69.0354573
3147,7,2,44.0513989
3147,0,4,7.7808076
3147,1,4,18.8110994
3012,0,0,99.9440737
3012,1,0,99.8393784
3012,2,0,99.8840254
3012,4,0,99.411404
3012,5,0,97.4695443
3012,6,0,99.8044819
3012,7,0,99.7299325
3012,8,0,99.7485364
3012,9,0,99.7501957
3012,0,2,99.8759212
3012,1,2,99.7694482
3012,2,2,99.8546226
3012,3,2,99.7149287
3012,4,2,99.0609406
3012,5,2,95.138138
3012,6,2,99.756189
3012,7,2,99.4949495
3012,8,2,99.4882522
3012,9,2,99.6021122
3012,0,3,99.6932286
3012,1,3,99.4854674
3012,2,3,99.592843
3012,3,3,98.4546548
3012,4,3,98.0707133
3012,5,3,93.708846
3012,6,3,99.543584
3012,7,3,98.9944819
3012,8,3,99.2265358
3012,0,6,97.8417807
3012,1,6,97.0463182
3012,2,6,97.7289694
3012,3,6,93.641901
3012,4,6,94.3894513
3012,5,6,81.0352521
3012,6,6,96.5051241
3012,8,6,96.2758209
3012,9,6,97.6333538
3012,0,4,99.3528239
3012,1,4,98.7696128
3012,2,4,98.8963079
3012,3,4,94.8759338
3012,4,4,96.3908877
3012,5,4,87.2266503
3012,6,4,98.9587835
3012,7,4,98.2403771
3012,8,4,98.5069349
3012,9,4,98.5069349
3012,0,5,99.1122102
3012,1,5,98.2750869
3012,2,5,98.5811578
3012,3,5,95.740678
3012,4,5,95.6228329
3012,5,5,86.0518493
3012,6,5,98.4796982
3012,7,5,97.6528296
3012,8,5,98.3176585
3012,9,5,97.2171379
6006,0,6,98.1917154
6006,1,6,97.6944816
6006,2,6,98.2555751
6006,3,6,94.8920622
6006,4,6,94.3248312
6006,5,6,91.6889238
6006,6,6,97.8657164
6006,7,6,97.3893473
6006,8,6,97.4823503
6006,0,0,99.9174143
6006,2,0,99.9587397
6006,3,0,99.5677969
6006,4,0,99.2116821
6006,5,0,96.4755805
6006,6,0,99.8645445
6006,7,0,99.8393784
6006,8,0,99.8281723
6006,9,0,99.8879384
6006,0,4,99.5500243
6006,1,4,99.1558828
6006,2,4,99.2143659
6006,3,4,96.6904656
6006,4,4,97.7814483
6006,5,4,92.8392664
6006,6,4,99.2562844
6006,7,4,99.0028972
6006,8,4,98.9989167
6006,0,3,99.8312078
6006,1,3,99.586404
6006,2,3,99.7493453
6006,4,3,98.5069349
6006,5,3,95.3905345
6006,6,3,99.7310523
6006,7,3,99.5127893
6006,8,3,99.7054547
6006,9,3,99.5723931
6006,0,5,98.1729598
6006,1,5,97.2727273
6006,2,5,98.0757689
6006,3,5,93.2909032
6006,4,5,94.0441452
6006,5,5,73.2522683
6006,6,5,97.497397
6006,7,5,93.2969235
6006,8,5,96.87547
6006,9,5,97.818535
3215,0,0,99.7942387
3215,3,0,99.5463335
3215,4,0,97.7814483
3215,5,0,90.0942655
3215,6,0,99.4324631
3215,7,0,99.2625202
3215,8,0,99.0028972
3215,9,0,99.2929293
3215,0,3,99.2495383
3215,2,3,99.0652003
3215,3,3,97.9610924
3215,4,3,96.0596725
3215,5,3,84.4304792
3215,6,3,98.7987537
3215,7,3,97.9119196
3215,8,3,97.9324706
3215,9,3,98.1450126
6271,0,0,99.7908184
6271,1,0,99.5532865
6271,2,0,99.7329144
6271,3,0,97.8417807
6271,4,0,98.903844
6271,5,0,95.0744473
6271,6,0,99.7299325
6271,7,0,99.0182954
6271,8,0,99.4854674
6271,9,0,99.7329144
6271,0,2,99.6660249
6271,1,2,99.4029851
6271,2,2,99.5626405
6271,3,2,99.1987431
6271,4,2,98.3675443
6271,5,2,93.1853888
6271,6,2,99.6526092
6271,7,2,98.8800327
6271,8,2,99.4673668
6271,9,2,99.184437
6271,0,3,99.1702432
6271,1,3,98.7976897
6271,2,3,99.1082515
6271,3,3,98.0762766
6271,4,3,96.2027386
6271,5,3,91.8981572
6271,6,3,99.060009
6271,7,3,98.8105457
6271,8,3,98.9487467
6271,9,3,98.7205387
3199,0,0,99.5412844
3199,2,0,99.339835
3199,0,2,99.1082515
3199,2,2,99.1162608
3199,0,3,97.8868814
3199,2,3,97.3893473
6007,0,6,94.8920622
6007,1,6,95.9022823
6007,2,6,96.6666667
6007,4,6,87.6984872
6007,5,6,53.6496624
6007,6,6,93.9373698
6007,7,6,87.7770341
6007,8,6,93.2909032
6007,9,6,94.3991892
6007,0,0,99.4594392
6007,1,0,99.4199018
6007,2,0,99.6208566
6007,3,0,98.6523123
6007,4,0,97.5089387
6007,5,0,91.6480738
6007,6,0,99.3477663
6007,7,0,98.7654321
6007,9,0,98.3385703
6007,0,2,99.2968867
6007,1,2,99.2310578
6007,2,2,99.4668357
6007,3,2,98.3385703
6007,4,2,96.9839468
6007,5,2,88.7938441
6007,6,2,99.1856314
6007,7,2,98.6673674
6007,8,2,99.1689638
6007,9,2,98.2961113
6007,0,4,97.7553311
6007,1,4,98.1450126
6007,2,4,98.2487433
6007,3,4,88.6695314
6007,4,4,93.1024197
6007,5,4,61.6397637
6007,6,4,97.0296285
6007,7,4,97.3291438
6007,8,4,96.2813957
6007,9,4,97.7289694
6007,0,5,97.5243811
6007,1,5,97.5312145
6007,2,5,98.1595589
6007,3,5,90.8627157
6007,4,5,93.1024197
6007,5,5,58.8704519
6007,6,5,96.5051241
6007,8,5,97.2171379
6007,9,5,96.7339025
6273,0,0,99.237879
6273,1,0,99.1110278
6273,2,0,99.4263487
6273,3,0,98.855964
6273,4,0,97.1224198
6273,5,0,88.2803409
6273,6,0,99.1283202
6273,7,0,98.1943767
6273,8,0,99.1238065
6273,9,0,98.9502201
6273,0,2,99.0182954
6273,1,2,98.903844
6273,2,2,99.1421154
6273,3,2,98.0045011
6273,4,2,96.4414768
6273,5,2,86.2561357
6273,6,2,98.9338939
6273,7,2,97.7289694
6273,8,2,98.9058505
6273,9,2,98.939513
6273,0,3,98.0707133
6273,1,3,97.7845902
6273,2,3,98.2140171
6273,3,3,95.6910814
6273,4,3,92.6748971
6273,5,3,63.6910141
6273,6,3,97.7553311
6273,7,3,96.9303086
6273,8,3,97.118102
6273,9,3,97.9642817
6273,0,5,95.660165
6273,1,5,94.1946157
6273,2,5,95.9738402
6273,3,5,83.348395
6273,4,5,87.7770341
6273,5,5,27.3241113
6273,6,5,93.8108199
6273,7,5,88.0771545
6273,8,5,92.4568642
6273,9,5,91.0138421
6175,0,6,92.4956109
6175,1,6,86.3550668
6175,2,6,93.708846
6175,4,6,85.9219677
6175,5,6,69.6572694
6175,6,6,90.0488423
6175,7,6,88.2852988
6175,8,6,89.5231349
6175,0,0,98.89263
6175,1,0,98.2750869
6175,2,0,99.1007562
6175,3,0,97.6333538
6175,4,0,96.7141785
6175,5,0,85.3410413
6175,6,0,98.7673228
6175,7,0,97.8929149
6175,8,0,98.7149343
6175,9,0,98.497446
6175,0,2,98.5970819
6175,1,2,98.4828202
6175,2,2,98.8621151
6175,3,2,96.5057987
6175,4,2,96.0251375
6175,5,2,85.1488129
6175,6,2,98.4759188
6175,7,2,97.6688314
6175,8,2,98.4661429
6175,9,2,98.3377535
6175,0,3,97.253546
6175,1,3,97.1775847
6175,2,3,97.8636143
6175,3,3,91.7514817
6175,4,3,92.0809832
6175,5,3,48.0589023
6175,6,3,96.7504598
6175,7,3,96.0680883
6175,8,3,96.8735271
6175,9,3,95.8828395
6175,0,5,93.6017282
6175,1,5,90.683425
6175,2,5,94.4442262
6175,3,5,83.1704016
6175,4,5,84.2081516
6175,5,5,21.9114832
6175,6,5,92.5725251
6175,7,5,85.1488129
6175,8,5,90.1268014
6175,9,5,92.8593873
3182,0,0,98.2315536
3182,2,0,98.7369712
3182,0,2,97.7831958
3182,2,2,98.5683475
3182,0,3,96.7504598
3182,2,3,96.7504598
3139,0,0,97.1424274
3139,1,0,96.5461326
3139,2,0,98.2555751
3139,3,0,90.9043132
3139,4,0,94.6808113
3139,5,0,81.1192722
3139,6,0,96.6445326
3139,7,0,95.3975994
3139,8,0,95.2774853
3139,9,0,96.5922225
3139,0,2,96.2372349
3139,1,2,95.0262566
3139,2,2,97.200587
3139,3,2,88.7549097
3139,4,2,92.9354446
3139,5,2,69.7774101
3139,6,2,95.5993871
3139,7,2,91.765679
3139,8,2,94.5948987
3139,9,2,95.3636399
3139,0,3,91.7108778
3139,1,3,87.4817577
3139,2,3,92.2256284
3139,3,3,85.415737
3139,4,3,87.3774785
3139,5,3,55.8997381
3139,6,3,88.9904805
3139,7,3,84.5158411
3139,8,3,84.740951
3139,9,3,82.1650299
6822,0,6,74.0797795
6822,1,6,58.5474069
6822,2,6,85.1782223
6822,4,6,52.2415622
6822,6,6,67.1534217
6822,8,6,60.8798115
6822,0,0,96.9173214
6822,1,0,96.6662904
6822,2,0,97.6944816
6822,3,0,93.4367098
6822,4,0,93.4566198
6822,5,0,56.982253
6822,6,0,96.6662904
6822,7,0,96.2813957
6822,8,0,96.3786008
6822,9,0,95.5993871
6822,0,2,97.1775847
6822,1,2,96.2758209
6822,2,2,97.3291438
6822,3,2,87.4150328
6822,4,2,92.1314889
6822,5,2,80.7328826
6822,6,2,96.8735271
6822,7,2,94.5454545
6822,8,2,95.6795422
6822,9,2,94.8759338
6822,0,3,96.0251375
6822,1,3,95.1514675
6822,2,3,96.5461326
6822,3,3,88.6695314
6822,4,3,88.8621945
6822,5,3,29.4111028
6822,6,3,95.4015941
6822,8,3,92.1155289
6822,9,3,87.3774785
6822,0,5,87.2266503
6822,1,5,84.5158411
6822,2,5,91.7514817
6822,3,5,81.2345291
6822,4,5,74.1356658
6822,6,5,84.2081516
6822,7,5,78.3430016
6822,8,5,73.0265619
6822,9,5,86.3770498
2020,0,6,76.2843676
2020,1,6,77.0079706
2020,2,6,83.5642755
2020,3,6,73.4246062
2020,4,6,69.597699
2020,5,6,9.2629778
2020,6,6,71.9809302
2020,7,6,75.1687111
2020,8,6,62.4868401
2020,9,6,68.8122862
2020,0,0,96.1447502
2020,1,0,96.6445326
2020,2,0,97.6333538
2020,3,0,94.7209994
2020,4,0,91.4895289
2020,5,0,70.2813361
2020,6,0,95.6910814
2020,7,0,95.3636399
2020,8,0,95.5065881
2020,9,0,95.3905345
2020,0,2,95.492343
2020,1,2,95.740678
2020,2,2,96.5922225
2020,3,2,89.4673668
2020,4,2,90.6234798
2020,5,2,68.3823818
2020,6,2,95.3102907
2020,7,2,93.4566198
2020,8,2,94.852226
2020,9,2,94.3700831
2020,0,4,88.6736154
2020,1,4,89.5231349
2020,2,4,89.2735528
2020,3,4,76.0463981
2020,4,4,86.0518493
2020,5,4,43.5071268
2020,6,4,86.6965956
2020,7,4,86.3550668
2020,8,4,86.8382436
2020,9,4,79.4628516
2020,0,3,92.1445405
2020,1,3,93.6017282
2020,2,3,95.1695672
2020,3,3,87.4817577
2020,4,3,84.4681938
2020,5,3,3.3730529
2020,6,3,91.4590348
2020,7,3,90.683425
2020,8,3,90.4575998
2020,9,3,88.6173431
2020,0,5,82.2266135
2020,1,5,80.4126032
2020,2,5,84.3950599
2020,3,5,74.1356658
2020,4,5,72.3082536
2020,6,5,78.3308876
2020,7,5,76.6367377
2020,8,5,80.8641005
2020,9,5,73.4109953
6146,0,6,78.0359147
6146,1,6,67.5703113
6146,2,6,87.7770341
6146,3,6,58.0840122
6146,4,6,64.4805659
6146,5,6,40.6521983
6146,6,6,69.3042857
6146,7,6,71.8303504
6146,0,0,95.8529269
6146,2,0,97.4666143
6146,3,0,93.708846
6146,4,0,91.889263
6146,5,0,73.642653
6146,6,0,95.3905345
6146,7,0,93.5395473
6146,8,0,95.0617284
6146,9,0,95.1011675
6146,0,3,90.6949618
6146,1,3,90.1850615
6146,2,3,92.8619655
6146,3,3,83.4300164
6146,4,3,84.5084815
6146,5,3,20.3198986
6146,6,3,89.690179
6146,7,3,88.6173431
6146,8,3,90.2917336
6146,9,3,90.4575998
6146,0,5,78.4161664
6146,1,5,75.0737739
6146,2,5,83.4053417
6146,3,5,67.9544349
6146,4,5,71.9809302
6146,5,5,34.1818319
6146,6,5,73.2522683
6146,7,5,71.9809302
6146,8,5,71.8303504
6146,9,5,66.8171727
6278,0,6,67.1534217
6278,1,6,47.6387427
6278,2,6,79.8081214
6278,3,6,36.029881
6278,4,6,35.1726957
6278,5,6,36.029881
6278,6,6,28.1052376
6278,7,6,35.1726957
6278,8,6,55.4490884
6278,0,0,96.6445326
6278,1,0,96.4856831
6278,2,0,97.4862048
6278,3,0,95.2774853
6278,4,0,93.3965459
6278,5,0,78.1143775
6278,6,0,96.5922225
6278,7,0,94.6489662
6278,9,0,94.9618091
6278,0,3,93.6849981
6278,1,3,92.9354446
6278,2,3,93.8067312
6278,4,3,87.7770341
6278,6,3,93.1853888
6278,7,3,87.6216398
6278,8,3,91.1342735
6278,9,3,88.2803409
3176,0,6,82.4443082
3176,2,6,86.1668982
3176,0,0,97.5673034
3176,2,0,98.0396584
3176,0,2,96.3989373
3176,2,2,97.200587
3176,0,3,92.8619655
3176,2,3,91.2254517
3176,0,5,91.2278745
3176,2,5,88.7549097
4025,0,6,79.7807688
4025,1,6,71.9809302
4025,2,6,86.9095112
4025,3,6,32.3660798
4025,4,6,78.3308876
4025,5,6,75.1687111
4025,6,6,75.1687111
4025,7,6,54.6296296
4025,8,6,69.597699
4025,9,6,69.6572694
4025,0,0,96.4856831
4025,1,0,95.6910814
4025,2,0,97.8929149
4025,4,0,96.207802
4025,5,0,80.6210251
4025,6,0,95.5068431
4025,8,0,94.0755378
4025,9,0,92.1155289
4025,0,4,88.5133125
4025,1,4,81.2345291
4025,2,4,91.4895289
4025,3,4,52.7523799
4025,4,4,79.8081214
4025,5,4,80.0408747
4025,6,4,84.740951
4025,7,4,81.0174211
4025,8,4,76.7173434
4025,9,4,75.1687111
4025,0,3,93.0014674
4025,1,3,90.4575998
4025,2,3,95.1695672
4025,3,3,87.0556299
4025,4,3,91.8981572
4025,5,3,71.2687819
4025,6,3,92.6748971
4025,7,3,85.6187666
4025,8,3,88.7549097
4025,9,3,78.0359147
4025,0,5,85.3534944
4025,1,5,76.6166542
4025,2,5,86.0109616
4025,3,5,74.1935484
4025,4,5,80.0408747
4025,5,5,67.9544349
4025,6,5,84.2006246
4025,7,5,77.4193548
4025,8,5,58.0840122
6272,0,6,79.8081214
6272,1,6,67.711928
6272,2,6,83.4053417
6272,3,6,68.401414
6272,4,6,58.7429854
6272,6,6,70.5106049
6272,9,6,66.3914919
6272,0,0,97.8929149
6272,1,0,97.2580645
6272,2,0,98.1087382
6272,3,0,96.2813957
6272,4,0,94.105562
6272,5,0,85.1537884
6272,6,0,97.7176796
6272,7,0,97.3291995
6272,8,0,96.6912318
6272,9,0,96.6666667
6272,0,2,97.1775847
6272,1,2,96.5922225
6272,2,2,97.4666143
6272,3,2,95.1011675
6272,4,2,93.9947487
6272,5,2,75.8958975
6272,6,2,96.9842461
6272,7,2,96.4755805
6272,8,2,96.207802
6272,9,2,95.3636399
6272,0,3,94.3327388
6272,1,3,93.5395473
6272,2,3,95.138138
6272,3,3,85.1782223
6272,4,3,90.420105
6272,5,3,16.2396627
6272,6,3,94.105562
6272,7,3,82.3107244
6272,8,3,89.8061335
6272,0,5,87.6216398
6272,1,5,81.855593
6272,2,5,88.9154021
6272,3,5,72.3082536
6272,4,5,79.7807688
6272,5,5,43.1162283
6272,6,5,85.4445126
6272,7,5,77.9969992
6272,8,5,86.6965956
6272,9,5,74.1356658
3135,0,0,93.8586283
3135,1,0,93.5395473
3135,2,0,96.2813957
3135,3,0,88.0751247
3135,4,0,89.3951296
3135,5,0,67.3938217
3135,6,0,93.4050233
3135,7,0,92.0788066
3135,8,0,92.1155289
3135,9,0,95.0262566
3135,0,2,92.4956109
3135,1,2,91.7707151
3135,2,2,96.0596725
3135,3,2,79.5863208
3135,4,2,89.0822549
3135,5,2,65.0367935
3135,6,2,92.1792751
3135,7,2,94.3936486
3135,8,2,91.889263
3135,0,3,79.3939394
3135,1,3,76.7173434
3135,2,3,87.6216398
3135,3,3,79.2648162
3135,4,3,68.3823818
3135,6,3,79.7807688
3135,7,3,83.1704016
3135,8,3,33.3408586
3135,0,5,78.067557
3135,1,5,44.0513989
3135,4,5,66.8171727
3135,5,5,37.7324111
3135,6,5,45.947271
3135,8,5,66.6716379
3204,0,0,96.063317
3204,2,0,96.4755805
3204,0,2,95.4956977
3204,2,2,95.6557469
3204,0,4,79.5863208
3204,2,4,79.7807688
3204,0,3,88.8621945
3204,2,3,86.9739855
3204,0,5,79.7807688
3194,0,6,36.029881
3194,1,6,17.5985227
3194,6,6,20.9244385
3194,0,0,87.6216398
3194,1,0,87.6993762
3194,2,0,94.3991892
3194,3,0,76.839044
3194,4,0,82.1650299
3194,5,0,63.6508999
3194,6,0,84.216054
3194,7,0,66.0524144
3194,8,0,85.2500884
3194,9,0,85.1537884
3194,0,2,85.1488129
3194,1,2,86.8476463
3194,2,2,93.3965459
3194,3,2,66.9527897
3194,4,2,76.6166542
3194,5,2,39.4392454
3194,6,2,82.4443082
3194,7,2,59.9249812
3194,8,2,80.0793682
3194,0,3,64.0952985
3194,1,3,54.0043616
3194,2,3,85.4752553
3194,4,3,52.7523799
3194,5,3,56.7366842
3194,6,3,58.5474069
3194,8,3,59.8623853
3194,9,3,50.6107355
3194,0,5,70.5106049
3194,1,5,52.5521047
3194,2,5,71.2687819
3194,4,5,0.2311621
3194,5,5,26.2033481
3194,6,5,41.1609401
3194,7,5,33.2472877
5004,0,6,63.6508999
5004,1,6,61.6397637
5004,2,6,76.2843676
5004,3,6,58.5474069
5004,4,6,53.8156961
5004,5,6,7.5516424
5004,6,6,54.6979992
5004,8,6,60.8798115
5004,9,6,49.6143282
5004,0,0,92.8619655
5004,1,0,92.1548708
5004,2,0,94.2244022
5004,3,0,92.3494201
5004,4,0,88.5133125
5004,5,0,76.7173434
5004,6,0,91.889263
5004,7,0,91.3774931
5004,8,0,90.9958615
5004,9,0,90.6949618
5004,0,4,70.5106049
5004,1,4,73.642653
5004,2,4,79.7907966
5004,3,4,66.0524144
5004,4,4,61.6397637
5004,5,4,10.581304
5004,6,4,66.3914919
5004,7,4,65.0367935
5004,8,4,59.9156802
5004,9,4,61.6881259
5004,0,3,84.2006246
5004,1,3,83.3890161
5004,2,3,88.0318823
5004,3,3,83.5642755
5004,4,3,75.3496766
5004,6,3,83.4053417
5004,7,3,75.340282
5004,8,3,83.6387222
5004,0,5,68.8122862
5004,1,5,61.2935921
5004,2,5,76.0463981
5004,3,5,55.2709127
5004,4,5,61.2935921
5004,5,5,13.3188183
5004,6,5,59.9156802
5004,7,5,65.0367935
5004,8,5,61.2935921
5004,9,5,61.6397637
4167,0,6,65.107535
4167,1,6,24.8864926
4167,2,6,76.9213416
4167,3,6,43.224841
4167,4,6,55.2985075
4167,5,6,35.1345873
4167,6,6,59.6839864
4167,7,6,52.7523799
4167,8,6,32.3660798
4167,9,6,6.6691673
4167,0,0,94.3700831
4167,1,0,92.8593873
4167,2,0,95.9022823
4167,3,0,89.5231349
4167,4,0,92.1314889
4167,5,0,78.8754662
4167,6,0,94.0399594
4167,7,0,93.9947487
4167,8,0,90.2424513
4167,9,0,88.8621945
4167,0,2,93.0638884
4167,1,2,90.1978271
4167,2,2,94.6270116
4167,3,2,88.5133125
4167,4,2,90.5447224
4167,5,2,74.8671904
4167,6,2,92.6711629
4167,7,2,91.0376802
4167,8,2,89.5398277
4167,9,2,85.3410413
4167,0,3,87.6993762
4167,1,3,80.8641005
4167,2,3,90.6251228
4167,3,3,78.4161664
4167,4,3,87.6993762
4167,5,3,52.2466614
4167,6,3,87.0556299
4167,7,3,85.9219677
4167,8,3,82.3107244
4167,9,3,76.9213416
4167,0,5,71.8303504
4167,2,5,77.0079706
4167,3,5,43.1162283
4167,4,5,61.432847
4167,5,5,9.9924981
4167,6,5,65.4207881
4167,7,5,59.9249812
4167,8,5,36.5842646
4167,9,5,42.5955447
3189,0,0,94.2244022
3189,1,0,93.3965459
3189,2,0,96.0251375
3189,3,0,75.1476841
3189,4,0,94.2244022
3189,6,0,93.2969235
3189,7,0,84.0516274
3189,8,0,90.420105
3189,9,0,90.5447224
3189,0,2,91.0138421
3189,1,2,92.0788066
3189,2,2,95.125322
3189,4,2,90.0488423
3189,5,2,66.0524144
3189,6,2,90.9043132
3189,7,2,85.9227307
3189,0,3,83.348395
3189,1,3,71.2687819
3189,2,3,81.0174211
3189,3,3,71.3590844
3189,4,3,73.2522683
3189,6,3,76.6367377
3189,7,3,60.9799222
3189,8,3,73.4109953
3189,9,3,69.6924231
3189,0,5,43.5071268
3189,1,5,9.4916141
3189,2,5,76.8406961
3189,4,5,19.1048437
3189,6,5,26.0539861
3189,9,5,4.9294633
3203,0,0,89.7275823
3203,1,0,90.1789743
3203,2,0,95.2749719
3203,3,0,84.4681938
3203,4,0,88.5133125
3203,5,0,63.973064
3203,6,0,88.6173431
3203,7,0,86.6965956
3203,9,0,87.2543136
3203,0,2,85.1782223
3203,1,2,86.6965956
3203,2,2,94.105562
3203,3,2,80.0408747
3203,4,2,84.2081516
3203,5,2,3.6999214
3203,6,2,84.2006246
3203,8,2,84.0516274
3203,0,4,52.7523799
3203,1,4,7.7309237
3203,2,4,79.7907966
3203,4,4,46.4534231
3203,6,4,47.6387427
3203,9,4,69.2172491
3203,0,3,63.3857031
3203,1,3,56.7405028
3203,2,3,85.4445126
3203,4,3,56.7366842
3203,6,3,56.656397
3203,7,3,49.6143282
3203,8,3,21.7123399
6214,0,6,65.9622938
6214,1,6,74.1935484
6214,2,6,86.2561357
6214,4,6,12.1380345
6214,6,6,17.0292573
6214,7,6,43.6615489
6214,8,6,64.2666767
6214,0,0,93.9690179
6214,1,0,94.4089337
6214,2,0,96.8735271
6214,3,0,88.2793393
6214,4,0,86.8382436
6214,5,0,58.8704519
6214,6,0,92.1155289
6214,7,0,91.1342735
6214,8,0,93.7527889
6214,9,0,92.1155289
6214,0,4,79.2648162
6214,1,4,81.4853713
6214,2,4,89.9583318
6214,3,4,66.8171727
6214,4,4,56.7405028
6214,6,4,66.3914919
6214,8,4,78.1143775
6214,0,3,86.9095112
6214,1,3,92.4568642
6214,2,3,92.4568642
6214,3,3,69.597699
6214,4,3,61.4332053
6214,6,3,83.1704016
6214,7,3,78.4065273
6214,8,3,85.4752553
6214,9,3,59.6839864
6214,0,5,68.401414
6214,1,5,79.2648162
6214,2,5,86.8476463
6214,3,5,23.2280676
6214,4,5,18.1280678
6214,6,5,35.624509
6214,7,5,30.9520229
6214,8,5,63.6508999
3201,0,6,73.2701208
3201,0,0,92.7112048
3201,2,0,93.7209302
3201,0,5,59.6839864
3207,0,0,94.208479
3207,2,0,95.8529269
3207,0,2,92.5725251
3207,2,2,94.7209994
3207,0,3,80.2375547
3207,2,3,85.6187666
3207,0,5,75.1476841
3207,2,5,68.401414
3187,0,6,62.3996115
3187,1,6,54.6979992
3187,4,6,5.003542
3187,5,6,6.2955526
3187,6,6,7.9296955
3187,7,6,5.8837392
3187,8,6,20.3198986
3187,9,6,40.6521983
3187,0,0,89.8061335
3187,1,0,91.2278745
3187,2,0,94.9975677
3187,3,0,85.4445126
3187,4,0,88.6173431
3187,5,0,53.6496624
3187,6,0,88.9909977
3187,8,0,83.878077
3187,9,0,90.5702023
3187,0,2,91.1342735
3187,1,2,89.2906503
3187,2,2,93.3965459
3187,3,2,88.2671548
3187,4,2,86.2561357
3187,5,2,47.6387427
3187,6,2,90.2424513
3187,7,2,78.3430016
3187,8,2,87.6993762
3187,9,2,90.2424513
3187,0,3,81.2345291
3187,1,3,65.0367935
3187,2,3,83.2373857
3187,3,3,9.7383065
3187,4,3,67.5703113
3187,6,3,71.6671025
3187,8,3,75.0737739
3187,0,5,69.2172491
3187,1,5,5.2332748
3187,4,5,49.6513702
3187,6,5,33.2472877
3187,7,5,9.7383065
3187,8,5,52.7422372
3190,0,6,45.6445719
3190,1,6,29.3464077
3190,2,6,78.8754662
3190,4,6,3.1878006
3190,6,6,7.2570822
3190,0,0,93.495874
3190,1,0,90.6234798
3190,2,0,95.0827713
3190,3,0,78.1143775
3190,4,0,88.0771545
3190,5,0,55.2985075
3190,6,0,91.6954239
3190,7,0,86.6370673
3190,8,0,92.1155289
3190,9,0,91.2940735
3190,0,2,92.0809832
3190,1,2,88.9909977
3190,2,2,94.6489662
3190,4,2,88.9909977
3190,5,2,49.2213366
3190,6,2,91.2518343
3190,7,2,78.3308876
3190,8,2,90.5963303
3190,9,2,83.5642755
3190,0,3,80.0408747
3190,1,3,68.8122862
3190,2,3,83.1704016
3190,3,3,57.7272051
3190,4,3,66.4309764
3190,5,3,27.145045
3190,6,3,71.6671025
3190,7,3,62.7344336
3190,8,3,74.8671904
3190,9,3,73.642653
3190,0,5,60.750409
3190,1,5,2.9971739
3190,4,5,3.2168404
3190,6,5,6.1929085
3183,0,6,37.1297299
3183,0,0,89.9583318
3183,2,0,95.7239057
3183,0,2,88.144407
3183,2,2,94.1946157
3183,0,3,76.7693871
3183,2,3,75.0737739
3183,0,5,69.6572694
3183,2,5,85.9219677
3475,0,6,51.0567213
3475,0,0,91.889263
3475,2,0,92.8619655
3475,0,2,89.0822549
3475,2,2,90.1978271
3475,0,5,52.7422372
5108,0,6,45.9472716
5108,1,6,22.0314735
5108,2,6,74.1935484
5108,3,6,44.476613
5108,4,6,25.5459544
5108,5,6,9.4916141
5108,6,6,39.0377062
5108,8,6,24.1305891
5108,0,0,89.3970979
5108,1,0,88.144407
5108,2,0,94.6249656
5108,3,0,81.5104589
5108,4,0,76.9213416
5108,5,0,71.0587355
5108,6,0,88.8621945
5108,7,0,88.0695638
5108,8,0,88.7549097
5108,9,0,88.6736154
5108,0,2,87.2266503
5108,1,2,84.4681938
5108,2,2,91.3483231
5108,3,2,77.9969992
5108,4,2,74.4658288
5108,5,2,45.8483896
5108,6,2,86.3550668
5108,7,2,83.5642755
5108,8,2,82.3107244
5108,9,2,77.9969992
5108,0,3,78.8754662
5108,1,3,76.6166542
5108,2,3,81.2345291
5108,4,3,46.4534231
5108,5,3,58.8704519
5108,6,3,77.4241933
5108,7,3,67.5703113
5108,8,3,71.8303504
5108,9,3,76.6166542
5108,0,5,59.8623853
5108,1,5,46.4534231
5108,2,5,71.1698646
5108,3,5,37.6936381
5108,4,5,17.0292573
5108,6,5,53.1660451
5108,7,5,26.0127532
5108,8,5,47.3478734
5108,9,5,54.0043616
6222,0,6,25.3087578
6222,1,6,44.6898706
6222,8,6,24.0591998
6222,0,0,91.7186508
6222,1,0,93.09626
6222,2,0,96.9303086
6222,3,0,78.1143775
6222,4,0,79.3939394
6222,6,0,88.8028432
6222,7,0,91.6889238
6222,8,0,91.4590348
6222,9,0,84.9532361
6222,0,4,69.2172491
6222,1,4,77.7994669
6222,2,4,82.540133
6222,4,4,19.9324831
6222,6,4,49.6513702
6222,7,4,49.2213366
6222,8,4,65.9622938
6222,9,4,14.4711178
6222,0,3,82.1650299
6222,1,3,84.5084815
6222,2,3,88.2793393
6222,4,3,54.6296296
6222,6,3,77.4193548
6222,7,3,70.6180504
6222,8,3,78.4065273
6222,9,3,42.9215913
